RAZON SOCIAL;DIRECCIÓN;TELÉFONO;ABIERTO 24 HORAS;ENTIDAD QUE VIGILA
Drogas La 24 Sur;KR 24 32 02 SUR;2780832;2;Rafael Uribe
Drogas La 99;KR 99 68A 30;2529621;2;Engativá
Drogas La Americas I;CL 66 14 93;2102957;2;Chapinero
Drogas La Cincuenta Y Cinco;CL 55 SUR 18A 47;9137745;2;Tunjuelito
Drogas La Comunidad;CL 22 SUR 10 24;2725362;2;Rafael Uribe
Drogas La Cuarta;KR 4 12 30;0;2;Centro Oriente
Drogas La Economia;CL 61 9 28;2103640;2;Chapinero
Drogas La Economia;CL 17 SUR 24A 23;4590672;2;Rafael Uribe
Drogas La Economia;CL 125A 92B 20 LC 1;6860064;2;Suba
Drogas La Economia;KR 91 145A 32;6926045;2;Suba
Drogas La Economía;KR 56 4 A 63;4206837;2;Sur
Drogas La Economía De Horeb;KR 105 64 11;3880926;2;Engativá
Drogas La Economia Fontibon No 1;KR 100 22 03;4155780;2;Fontibón
Drogas La Economia No 24;TV 94 80C 32;4318407;2;Engativá
Drogas La Economia No 303;KR 100 22H 40 LC 105;4182880;2;Fontibón
Drogas La Economia No 94;AC 19 4 37 LC 10;2433975;2;Centro Oriente
Drogas La Economia Prado Veraniego;CL 129 45A 59;2583381;2;Suba
Drogas La Enfermera;KR 41 A 5 A 07;4076576;2;Sur
Drogas La Equidad;KR 113 81 17;4318117;2;Engativá
Drogas La Facultad;CL 57 SUR 17A 52;7608414;2;Tunjuelito
Drogas La Faena;KR 121 69 42;5410632;2;Engativá
Drogas La Fortuna;KR 27 47A 33 SUR;2303963;2;Tunjuelito
Drogas La Fragua;CL 72 15 15;2221130;2;Chapinero
Drogas La Fragua;CL 72 20 15;2359312;2;Chapinero
Drogas La Fragua;KR 17 18 84 SUR;2399821;2;Rafael Uribe
Drogas La Fragua Sociedad Sens;CL 23 15 27;0;2;Centro Oriente
Drogas La Gran Cordillera;CL 33 SUR 51 F 07;2308002;2;Sur
Drogas La Misericordia;CL 2 16 04;2804219;2;Centro Oriente
Drogas La Octava Sur;CL 8 SUR 32 35;5603231;2;Sur
Drogas La Paz Del Norte;KR 102A 131 B 46;6817675;2;Suba
Drogas La Rebaja;KR 58 94 B 06;2180603;2;Chapinero
Drogas La Rebaja;KR 58 137B 38;2261316;2;Suba
Drogas La Rebaja;DG 46 SUR 53 37 LC 163;2309405;2;Tunjuelito
Drogas La Rebaja;CL 41 13 06;2450570;2;Chapinero
Drogas La Rebaja;KR 19 45 04;2457140;2;Chapinero
Drogas La Rebaja;AC 68 51 44;2502442;2;Chapinero
Drogas La Rebaja;CL 129 46A 09;2748025;2;Suba
Drogas La Rebaja;KR 77 A 69 A 04;2760348;2;Engativá
Drogas La Rebaja;KR 24 15 04 SUR;3661341;2;Rafael Uribe
Drogas La Rebaja;CL 22 SUR 18 03;3731660;2;Rafael Uribe
Drogas La Rebaja;CL 53 71 B 05;4168007;2;Engativá
Drogas La Rebaja;AC 80 102 15;4420666;1;Engativá
Drogas La Rebaja;AC 72 86 10 LC 23;4915144;2;Engativá
Drogas La Rebaja;AK 7 115 60 LC A114;6120442;2;Usaquén
Drogas La Rebaja;CL 94 13 94;6227443;2;Chapinero
Drogas La Rebaja;CL 129B 92B 11;6831050;2;Suba
Drogas La Rebaja;CL 134A 91 03;6836365;2;Suba
Drogas La Rebaja;CL 145 90 32;6856576;2;Suba
Drogas La Rebaja 2J6;DG 22B 68C 25 LC 25;4059090;1;Fontibón
Drogas La Rebaja Alcala;CL 32 SUR 51 G 96;2301577;2;Sur
Drogas La Rebaja Alhambra;AC 116 53A 20 LC 6;6201722;2;Suba
Drogas La Rebaja Del Restrepo;KR 24 15 04 SUR;3661341;2;Rafael Uribe
Drogas La Rebaja Del Restrepo;KR 18 18 42 SUR;3726524;2;Rafael Uribe
Drogas La Rebaja Estrada No 1;AC 72 68 H 19;2254420;2;Engativá
Drogas La Rebaja Fatima;DG 50 SUR 32 99;2309405;2;Tunjuelito
Drogas La Rebaja Fontibon No 2;KR 99 17 20;4214921;2;Fontibón
Drogas La Rebaja Fontibon No 3;KR 100 22A 52;2671169;2;Fontibón
Drogas La Rebaja Fontibon No 7;KR 100 18 84;4180789;1;Fontibón
Drogas La Rebaja Mazuren;KR 46 152 72;6146435;2;Suba
Drogas La Rebaja Modelia Bogota 53 No 1;Cl 24 75 05;4100594;2;Fontibón
Drogas La Rebaja Niza;TV 60 122 03;6434606;2;Suba
Drogas La Rebaja No 2;AV ROJAS 65 A 92;2409212;2;Engativá
Drogas La Rebaja No 2;CL 53 72A 14;2639263;2;Engativá
Drogas La Rebaja No 201;TV 94 80 A 03;2277262;2;Engativá
Drogas La Rebaja No 205;KR 112 A 79 B 19;4418062;2;Engativá
Drogas La Rebaja No 24;KR 86 90 03;2515217;2;Engativá
Drogas La Rebaja No2;AK 70 64H 02;6306658;2;Engativá
Drogas La Rebaja Pasadena 113;KR 50 100 06;6133913;1;Suba
Drogas La Rebaja Prado Veraniego 2;CL 129 45A 66 ESQUINA;2584068;2;Suba
Drogas La Rebaja Puente Largo;TV 60 106 32;2713033;1;Suba
Drogas La Rebaja Salitre II;AC 24 68C 66 LC 11;4164844;2;Fontibón
Drogas La Rebaja Santa Isabel 1;AK 30 3 B 53;3702856;2;Sur
Drogas La Rebaja Spring 1;CL 138 49 06;6251626;2;Suba
Drogas La Rebaja Suba Rincon;CL 129B 92B 11;6831050;2;Suba
Drogas La Supereconocmia La Alqueria;CL 43 SUR 53 05;8053503;2;Sur
Drogas La Toscana;CL 132D 140C 02;5366248;2;Suba
Drogas La Veneciana;CL 52F SUR 31 05;9112450;2;Tunjuelito
Drogas La Veneciana;CL 52A SUR 31 05;9112450;2;Tunjuelito
Drogas Leyla;TV 6B BIS 48J 56 SUR;7165257;2;Rafael Uribe
Drogas Lizeth Mayerly;KR 26 24 35 SUR;2038884;2;Rafael Uribe
Drogas Luigy No 2;CL 57 05 04;2551853;2;Chapinero
Drogas Luz Mar;CL 33 SUR 39 C 13;2021640;2;Sur
Drogas Madrid Jam;CL 4 SUR 11B 35;7599463;2;Rafael Uribe
Drogas Marby;DG 45 F 14 15 SUR;7692677;2;Rafael Uribe
Drogas Marcel;KR 12 BIS 24 01 SUR;4075910;2;Rafael Uribe
Drogas Marium;KR 71 66 14;2240496;2;Engativá
Drogas Maryem;KR 50 128 63;2742949;2;Suba
Drogas Mas Rebajas;KR 112 65 B 04;4406313;2;Engativá
Drogas Mauricio;KR 3 E 3B 90;0;2;Centro Oriente
Drogas Max Baratas SAS;KR 1A ESTE 27A 04 SUR;3631972;2;San Cristóbal
Drogas Maxbaratas;KR 1 ESTE 27A 04 SUR;2070941;2;San Cristóbal
Drogas Maxi Ahorro SAS N2;CL 63A SUR 72 84;3000134;2;Vista Hermosa
Drogas Maxiahorro No 1;DG 62G SUR 72A 41;4647374;2;Vista Hermosa
Drogas Maxiahorros No 3;CL 63 SUR 71F 63 PS 1;4647374;2;Vista Hermosa
Drogas Mayerly;KR 18 ESTE 87 08 SUR;3621157;2;Usme
Drogas Mega Express;CL 132D 126A 49;6896483;2;Suba
Drogas Mega Salud;KR 10 48A 15 SUR;2057841;2;Rafael Uribe
Drogas Mendez;CL 65 SUR 63 87;7109156;2;Tunjuelito
Drogas Mercy Del Pilar;CL 60A SUR 74D 04;7785789;2;Vista Hermosa
Drogas Michelle;CL 65 SUR 1F 81 ESTE;7390329;2;Usme
Drogas Mili;CL 70 A 112 56;5402092;2;Engativá
Drogas Monza;KR 54 2 05;2629803;2;Sur
Drogas MYD;KR 113 B 63 I 10;4428404;2;Engativá
Drogas Nissis;CL 22 SUR 13 56;2723397;2;Rafael Uribe
Drogas Nueva Colombia;KR 18M 70K 09 SUR;7922933;2;Vista Hermosa
Drogas Ochoa;CL10 SUR 20A 29;2331299;2;Rafael Uribe
Drogas Orjuela Pronto;DG 32B SUR 6 13 ESTE;3620177;2;San Cristóbal
Drogas OV;DG 52B SUR 53 28;4609033;2;Tunjuelito
Drogas Pachon;KR 107 140A 07;6882995;2;Suba
Drogas Parques Del Country;CL 31 SUR 11 10;2784048;2;Rafael Uribe
Drogas Pasteur;DG 44 SUR 26A 62;7675785;2;Rafael Uribe
Drogas Pico No 7;KR 100 16I 13;5441504;2;Fontibón
Drogas Pijaos;KR 65 4 G 00;2619666;2;Sur
Drogas Piza;CL 1 B 52 C 04;2034379;2;Sur
Drogas Plimar;DG 2 60 88;4140659;2;Sur
Drogas Prado Vera;KR 53A 128A 03;6332558;2;Suba
Drogas Precio Justo;CL 151C 114A 20;4626151;2;Suba
Drogas Precio Justo 1;KR 108BIS 135A 01;6870706;2;Suba
Drogas Profarmacet LR;KR 53 45 13 SUR;5647660;2;Tunjuelito
Drogas Punto Farma # 12;KR 25 51B 25 SUR;5648134;2;Tunjuelito
Drogas RA;CL 114A SUR 7G 04 ESTE;7681844;2;Usme
Drogas Retsim;DG 38F SUR 11B 13;3727989;2;Rafael Uribe
Drogas Retsin;KR 10 BIS 36D 77 SUR;5727989;2;Rafael Uribe
Drogas Riker;KR 22 65 97 SUR;7151248;2;Vista Hermosa
Drogas Rincon;KR 93 128B 13;6840500;2;Suba
Drogas Rocas E;CL 68F SUR 49F 13;7171027;2;Vista Hermosa
Drogas Rofert;KR 52 18 55 SUR;4091948;2;Sur
Drogas Rovira;KR 11 65 04;2113874;2;Chapinero
Drogas Rubert;CL 8 SUR 33 13;2024769;2;Sur
Drogas Rufert;KR 37 10 06 SUR;2027266;2;Sur
Drogas Salud Social SR;CL 48L SUR 5C 26;4137560;2;Rafael Uribe
Drogas Sambert 3;CL 24 SUR 7B 39;0;2;San Cristóbal
Drogas San Antonio Del Norte;KR 8 C 185 A 17;4931820;2;Usaquén
Drogas San Benito Abad;KR 62 161A 21;6741127;2;Suba
Drogas San Jose R;KR 56A 4G 14;2605636;2;Sur
Drogas San Julis;KR 59 52 67 SUR;2043446;2;Tunjuelito
Drogas San Luis De La Alqueria;CL 43 SUR 52 A 03;2383145;2;Sur
Drogas San Luis Gonzaga;KR 24 40 18 SUR;2799963;2;Rafael Uribe
Drogas San Martin NF;DG 69 SUR 17F 09;7913002;2;Vista Hermosa
Drogas Sanchez E Hijos;CL 19 SUR 11 08;2391614;2;Rafael Uribe
Drogas Santa Clara R;KR 14 B 1 64 SUR;5617218;2;Rafael Uribe
Drogas Santa Sofia;KR 17 55 07 SUR LC 1;;2;Tunjuelito
Drogas Santafe 1A;CL 6 2A 43;2806480;2;Centro Oriente
Drogas Santafe De Fatima;CL 50B SUR 36 34;2705786;2;Tunjuelito
Drogas Santander;KR 13 55 50;2494271;2;Chapinero
Drogas Serrano;CL 12 66 A 28;4141916;2;Sur
Drogas Servialkosto;KR 16B 54 00 SUR;9137524;2;Tunjuelito
Drogas Servieconomia;KR 23C 31 61 SUR;5100729;2;Rafael Uribe
Drogas Servifac;KR 17A BIS 60G 65 SUR;7905454;2;Vista Hermosa
Drogas Servimil Salud;KR 5 B 48R 03 SUR;5695584;2;Rafael Uribe
Drogas Shaloom 2005;KR 19A 51 02 SUR;7608220;2;Tunjuelito
Drogas Shekina;KR 3A 136 37 SUR;7660603;2;Usme
Drogas Shekinah;KR 28 51A 01 SUR;7100412;2;Tunjuelito
Drogas Skandia;CL 49D SUR 2D 22;7609966;2;Rafael Uribe
Drogas Skandia;CL 44 SUR 21 70;7694086;2;Rafael Uribe
Drogas Skandia No 10;KR 10 50 25 SUR;7677377;2;Rafael Uribe
Drogas Skandia No 9;CL 5 A 56 03;2624492;2;Sur
Drogas Skandia No 9;CL 8 56 03;2624492;2;Sur
Drogas Skanias;DG 51 SUR 18B 29;2796017;2;Tunjuelito
Drogas Sol Salud;CL 35 SUR 26F 22 SUR;7136670;2;Rafael Uribe
Drogas Soler;KR 42 78 17 SUR;7181056;2;Vista Hermosa
Drogas Sonia;DG 50 SUR 56B 47;7135534;2;Tunjuelito
Drogas Su Salud La 49 Pe?a;DG 49B SUR 27 01 LC 2;2048273;2;Tunjuelito
Drogas Su Salud La 49 Peña;DG 49B SUR 27 01 LC 2;2048273;2;Tunjuelito
Drogas Super 78;KR 19D 62C 35 SUR;7314367;2;Vista Hermosa
Drogas Super Amiga;CL 23D 109 52;4155412;2;Fontibón
Drogas Super Economia De La 38;KR 38 10 23;4661654;2;Sur
Drogas Super Precio;KR 27B 71G BIS 40 SUR;7619334;2;Vista Hermosa
Drogas Superandina;AK 14 47 04 LC 3;2459608;2;Chapinero
Drogas Supereconomicas JL;KR 120 22H 19;5470334;2;Fontibón
Drogas Superior;CL 31 SUR 52 A 09 LC 2;2303938;2;Sur
Drogas Sur Oriente;KR 5 48R 07SUR LC 1;7714839;2;Rafael Uribe
Drogas Sur Rebajas;KR 6 ESTE 97 68 SUR;7648611;2;Usme
Drogas Tabora;AC 72 75 14;2764060;2;Engativá
Drogas Tibana;CL 4 38 11;5059821;2;Sur
Drogas Torres Alvaro;DG 51 SUR 18 64;5681608;2;Tunjuelito
Drogas Trinidad;CL 4 D 63 15;2600429;2;Sur
Drogas Unigalan;DG 2 60 88;4140659;2;Sur
Drogas Uricar;KR 70 68 A 03;2768485;2;Engativá
Drogas Uricar;KR 70 68A 03;2768485;2;Engativá
Drogas Uval;KR 6C Este 114 63 Sur;5990552;2;Usme
Drogas Vasquez;KR 14B 76 12 SUR;7914258;2;Vista Hermosa
Drogas Victor;KR 12H BIS 26B 41 SUR;2781989;2;Rafael Uribe
Drogas Victor Manuel;CL 28 SUR 26C 38;2039227;2;Rafael Uribe
Drogas Villa Colon;KR 24B 31C 48 SUR;7270781;2;Rafael Uribe
Drogas Villa Hermosa;CL 94 SUR 6 15 ESTE;7687383;2;Usme
Drogas Vimar;KR 27 39 68 SUR;7692595;2;Rafael Uribe
Drogas Vimcimar;CL 153 100B 06;6861364;2;Suba
Drogas Virrey De La 79;CL 55 SUR 77 M 04;4538114;2;Sur
Drogas Vision Salud;CL 53 SUR 17 02;2057001;2;Tunjuelito
Drogas Wegner;CL 37 SUR 29 21 LC 2;2039082;2;Rafael Uribe
Drogas Weyner;CL 35 SUR 26D 19/21;2039882;2;Rafael Uribe
Drogas Weyner;CL 35 SUR 26D 1921;2039882;2;Rafael Uribe
Drogas Y Compañía Ltda;KR 16 185 58;6777509;2;Usaquén
Drogas Y Drogas;KR 103B 17D 11;4043766;2;Fontibón
Drogas Y Servicios A La Mano;KR 95 85 75 LC 22;2294041;2;Engativá
Drogas Y Servicios La 90;CL 90 94C 21;2616184;2;Engativá
Drogas Y Servicios Victor Manuel;CL 22F 103B 41;2982912;2;Fontibón
Drogas Y Variedades Dimayer;KR 10 53 00 SUR;2796795;2;Tunjuelito
Drogas Yami;KR 112B 139B 24;0;2;Suba
Drogas Yamile;KR 52 A 36 09 SUR LC 3;2700331;2;Sur
Drogas Yolicar;CL 87 87 A 25;5362750;2;Engativá
Drogas Yolima;KR 1 ESTE 27A 04 SUR;2070941;2;San Cristóbal
Drogas Yurani;KR 17 70 A 71;2369828;2;Chapinero
Drogas.Com.Ro2;CL 64 SUR 72A 92;7806098;2;Vista Hermosa
Drogascom No 2;CL 64 SUR 72A 92;7806098;2;Vista Hermosa
Drogeria Hr Punto Com;CL 48J SUR 5D 59;;2;Rafael Uribe
Drogeria Jireth;KR 95A 138 80;6820918;2;Suba
Drogeria La Mayor R R;CL 1F 28A 33;0;2;Centro Oriente
Drogeria Ley 100 Teusaquillo;KR 13 38 69;2459942;2;Centro Oriente
Drogeria Libano;KR 5D 48L 26 SUR;0;2;Rafael Uribe
Drogeria Ropin;CL 53 19 28;3490629;2;Chapinero
Drogeria Surtisalud;TV 12C BIS A 42 76 SUR;2793150;2;Rafael Uribe
Drogfamiliar No 1;KR 73 A 72 27;4344026;2;Engativá
Droguefacil;CL 46G SUR 16A 11 ESTE;3622519;2;San Cristóbal
Drogueras La Equitativa;CL 135A 93 18;6801637;2;Suba
Drogueri Aha La 33;KR 39 C 29 A 07 SUR;5600474;2;Sur
Droguería;KR 130 142 04;0;2;Suba
Droguería;KR 18I 78D 04 SUR;5990407;2;Vista Hermosa
Droguería 113;KR 113B 63I 26 PI 1;6940852;2;Engativá
Droguería 115;KR 117 151 40 LC 1A;6876152;2;Suba
Droguería 1962;KR 21B 32B 27 SUR;2394762;2;Rafael Uribe
Droguería 46 JD;CL 27 SUR 10D 37;3729917;2;Rafael Uribe
Droguería 85;KR 15 87 34 LC 1;2561159;2;Chapinero
Droguería 92;KR 31 49 49 SUR;9111916;2;Tunjuelito
Droguería 92 BG2;KR 17A 72 33 SUR;7908186;2;Vista Hermosa
Droguería A Y C Sur;CL 69F SUR 1 40 PISO 1;7624996;2;Usme
Droguería A Y G Pharma;KR 8 15 78 SUR;3660840;2;San Cristóbal
Droguería Acevedo V;CL 69A 87A 22;2919316;2;Engativá
Droguería ACKT;CL 180 10 A 95;6721340;2;Usaquén
Droguería Acosta M;KR 111 65 29;4434345;2;Engativá
Droguería Acu?a Venecia;KR 53 49 28 SUR;2046254;2;Tunjuelito
Droguería Acuña;CL 127 60 02;2534788;2;Suba
Droguería Acuña;CL 127 60 02 LOCAL;2534788;2;Suba
Droguería Acuña;CL 72 13 24;3457849;2;Chapinero
Droguería Acuña;KR 58 128A 97;6133155;2;Suba
Droguería Acuña;CL 129 58 15;6133155;2;Suba
Droguería Acuña;KR 55 170A 35 LC 16 17;6780886;2;Suba
Droguería Acuña 109;KR 20 107 95;6296439;2;Usaquén
Droguería Acuña 109;KR 20 109 95;6296439;2;Usaquén
Droguería Acuña 140;CL 140 12 B 86;6271413;2;Usaquén
Droguería Acuña Ciudad Salitre;KR 68B 24 39 LC 174;4108161;2;Fontibón
Droguería Acuña Cl 19;KR 12 19 06;2838251;2;Centro Oriente
Droguería Acuña De Modelia;KR 80B 24C 26;4102144;2;Fontibón
Droguería Acuña Ibitza;AC 147 7 F 13;6277585;2;Usaquén
Droguería Acuña La Colina;KR 59 152B 75;6435200;2;Suba
Droguería Acuña Navarra;CL 109 18 C 20;6191815;2;Usaquén
Droguería Acuña Plaza De Bolivar;KR 8 11 37 LC 1;2842174;2;Centro Oriente
Droguería Acuña Puentelargo;TV 60 106B 14;2713249;2;Suba
Droguería Acuña Quiroga;CL 32 SUR 22 27;2095106;2;Rafael Uribe
Droguería Acuña Salitre No 1;CL 24 69A 59 LC 11;4163670;2;Fontibón
Droguería Acuña Venecia;KR 53 49 28 SUR;2046254;2;Tunjuelito
Droguería Adays;KR 69 R 78 55;5427080;2;Engativá
Droguería Agua Luna;DG 151B 136A 75 CASA 34;6884944;2;Suba
Droguería Agua Luna;CL 132C 124D 35;6936839;2;Suba
Droguería Ahorramas B;KR 6 183 45 LC 3;6457753;2;Usaquén
Droguería AJB;DG 85 79 A 76;2233289;2;Engativá
Droguería Al Dia;KR 106 130D 25;6908306;2;Suba
Droguería Al Servicio;CL 3 SUR 11A 28;3334050;2;Rafael Uribe
Droguería Alan Duvan 1;KR 105 16 F31;2987140;2;Fontibón
Droguería Albania;KR 4A 32 19;2877649;2;Centro Oriente
Droguería Albania;CL 136A 109 07;6877334;2;Suba
Droguería Albor;CL 79B 70C 04;2241727;2;Engativá
Droguería Alcala;CL 24 SUR 49 70;2038304;2;Sur
Droguería Alcosto De Colombia;DG 76 A 87 A 06;4366555;2;Engativá
Droguería Alemana;DG 45F SUR 16A 08;7607416;2;Rafael Uribe
Droguería Alemana 68C Market;KR 75 24 20;7028806;2;Fontibón
Droguería Alex Mac;AK 1 92B 15 SUR;7610716;2;Usme
Droguería Alexcardi;KR 54B 128 16;2163846;2;Suba
Droguería Alfa Servir No 2;CL 64 G 97 A 06;5406544;2;Engativá
Droguería Alfamaxter;KR 70 F 73 A 63;4597115;2;Engativá
Droguería Alfer No 2;CL 65 106 02;4350366;2;Engativá
Droguería Alfidrogas;KR 123 65 A 83;2273199;2;Engativá
Droguería Alhambra;AC 116 48 22;2141621;2;Suba
Droguería Alianza SD;CL 62D SUR 74D 11;8145669;2;Vista Hermosa
Droguería Alinza JR;KR 16 12 24 SUR;3605038;2;Rafael Uribe
Droguería Alix JD;CL 145 45 15;6269312;2;Suba
Droguería Alka Plus;CL 130 92A 12;6949391;1;Suba
Droguería Alkosto;KR 52 A 27 21 SUR;2708995;2;Sur
Droguería Alkosto Prado;KR 49 128C 55;5209509;2;Suba
Droguería Alkosto Prado 2;KR 49 127D 54;3097207;2;Suba
Droguería Alkostocom;KR 123 131 92;6971248;2;Suba
Droguería Alle Farmacia;CL 82 103D 35;2290998;2;Engativá
Droguería Almacen Exito Tunal;CL 47B SUR 24B 33 LC 220;2798345;2;Tunjuelito
Droguería Altillos De Suba;CL 137 88 27;5376120;2;Suba
Droguería Alvarez;KR 110 64 72;4312316;2;Engativá
Droguería Alvarez;CL 181 49A 28;6773282;2;Suba
Droguería AMB Farmaceuticos Y Populares;KR 7 H 150 54;2740540;2;Usaquén
Droguería Ame Pharmacie;CL 44 F SUR 72 C 36;7024641;2;Sur
Droguería American Farma;AC 72 77 A 85;4307016;2;Engativá
Droguería American Farma;CL 75 C 105 B 04;5488921;2;Engativá
Droguería Ana;CL 81A SUR1B 95 ESTE;7644415;2;Usme
Droguería Ana Maria T;KR 36 51A 25 SUR;;2;Tunjuelito
Droguería Anasil;TV 33 59B 13 SUR;7456563;2;Vista Hermosa
Droguería Andaluza;CL 2 11 11;5996025;2;Centro Oriente
Droguería Andes Farma;CL 103 64 96 LC 3;6010204;2;Suba
Droguería Angel Salud;TV 119 128 11;0;2;Suba
Droguería Angeles;CL 72 62 20;5403370;2;Chapinero
Droguería Angelica;KR 89 22A 17;2679719;2;Fontibón
Droguería Angie;CL 139 101B 04;6810062;2;Suba
Droguería Anymar;CL 83 95 D 15 IN 102;2294987;2;Engativá
Droguería Anymar;CL 83 95D 15 LC 105;2294987;2;Engativá
Droguería AO;TV 65 B 1 95;2616243;2;Sur
Droguería Arcangel;CL 73 107 75;2292337;2;Engativá
Droguería Aristos;KR 100 B 75 D 31;2281575;2;Engativá
Droguería Arley;KR 7 70 A 06;2354485;2;Chapinero
Droguería Arsa;KR 17 7 98;4011140;2;Centro Oriente
Droguería Artemisa;CL 25 43 A 42;2697219;2;Chapinero
Droguería Asfamiliar;CL 86 87 28;2511772;2;Engativá
Droguería Asfamiliar;CL 128B 89 88;6815748;2;Suba
Droguería Asociacion El Triunfo;CL 1 2 98;0;2;Centro Oriente
Droguería Asociados;KR 14B BIS 73C 51 SUR;7615163;2;Usme
Droguería Asodrogas;CL 90 90 04;4304889;2;Engativá
Droguería Asofarma;CL 76 20 18;2492392;2;Chapinero
Droguería Atlanta Plus;KR 51 64 A 06 LC 2;6071519;2;Chapinero
Droguería Atyl Ltda;AC 8 SUR 40 D 08;7206711;2;Sur
Droguería Aurlex;CL 30 SUR 26A 48;0;2;Rafael Uribe
Droguería Auxiliar Del Sur;KR 2 ESTE 41 09 SUR;3641110;2;San Cristóbal
Droguería Auxiliar Sur;KR 3A ESTE 46B 13 SUR;5686741;2;San Cristóbal
Droguería Avenida Quirigua;TV 94 84 27;2517227;2;Engativá
Droguería Avenida Usme;AK 1 75 64 SUR LOCAL 1 12;7624159;2;Usme
Droguería Aym 98;CL 68 A 92 66;9128468;2;Engativá
Droguería Az Pharma;CL 5 A 45 10 LC 3;4590369;2;Sur
Droguería Azteca;KR 8 B 108 00;6120952;2;Usaquén
Droguería Barnard;CL 64 I 70 B 02;2521924;2;Engativá
Droguería Barrancas;KR 7 F 155 20;6052389;2;Usaquén
Droguería Batan;KR 47 123A 05;2132086;2;Suba
Droguería Batavia;KR 113 17F 14;2980666;2;Fontibón
Droguería Becerra Hermanos;CL 16H 98 11;4861620;2;Fontibón
Droguería Belen De La Sexta;CL 6D 2 30 ESTE;2464427;2;Centro Oriente
Droguería Belencito;CL 6 1 40;2464427;2;Centro Oriente
Droguería Bella Piel;CL 114 6 A 92 LC C 216;6127572;2;Usaquén
Droguería Bella Suiza;CL 127 B 7 67;2582814;2;Usaquén
Droguería Bellavista;KR 68 F 70 BIS 07;9107264;2;Engativá
Droguería Belle Farma 106;CL 106 56 76;6458217;2;Suba
Droguería Belmont;CL 119 14 07;6127073;2;Usaquén
Droguería Benavides Benavides;KR 2 ESTE 106B 18 SUR;7631637;2;Usme
Droguería Benavidez Miranda;CL 70 SUR 2B 39;4681189;2;Usme
Droguería Benjamin Herrera;KR 28 A 63 C 78;2443393;2;Chapinero
Droguería Berakahs;DG 77 SUR 3B 05;3060582;2;Usme
Droguería Bernal G;DG 74A BIS SUR 14A 11 ESTE LOCAL 1;3654781;2;Usme
Droguería Betamedical;CL 150A 103C 98 LC 1;6824809;2;Suba
Droguería Betel;KR 34A 29 10 SUR;2032342;2;Rafael Uribe
Droguería Bethel Del Prado;CL 129 57 41;5108422;2;Suba
Droguería Bethesda;CL 64D 69H 35;2406442;2;Engativá
Droguería Bethesda;CL 64 D 69 N 35;2406442;2;Engativá
Droguería Bety Pharma;KR 64 103 06;2263315;2;Suba
Droguería Bicentenario;KR 69 P 67 05;4719954;2;Engativá
Droguería Bifamiliar;KR 73 A BIS 64 C 06;2529830;2;Engativá
Droguería Bifamiliar Trinidad;KR 60 4 D 06;5643519;2;Sur
Droguería Biomedica PS;KR 69H 80 40 LC 08;6301035;2;Engativá
Droguería Biovidas;KR 64 97 07;2533025;2;Chapinero
Droguería BJ;CL 152B 114 03;5376422;2;Suba
Droguería Bon Salud;CL 135A 94C 15;6920314;1;Suba
Droguería Bonavista;TV 70G 63 51 SUR;7780521;2;Vista Hermosa
Droguería Bonsalud;CL 135A 94A 15;6920314;2;Suba
Droguería Bonsanar No 2;CL 4 D 55 08;8031871;2;Sur
Droguería Boreal Express;CL 24 82 04;2633498;2;Fontibón
Droguería Borja;KR 87 38 C 64 SUR;2648700;2;Sur
Droguería Bosman;KR 108 70F 89;4402899;2;Engativá
Droguería Bosques De Mariana;KR 110 71 22;4357644;2;Engativá
Droguería Bosques De Mariana 1;CL 71A 107 53;4675001;2;Engativá
Droguería Botica Junin 73;AK 15 124 15;2155144;2;Usaquén
Droguería Boyaca Real;KR 72 A 65 A 99;2024769;2;Engativá
Droguería Brayan;CL 132 96 37;5386329;2;Suba
Droguería Buen Dia Del Norte;DG 182 20 91 LC 2;6709684;2;Usaquén
Droguería Buganvilles;DG 2 64 A 52;4190101;2;Sur
Droguería Bulevar;AC 147 12 59;6250414;2;Usaquén
Droguería Bulevar De Bolivia;KR 109 A 81 80;4357908;2;Engativá
Droguería C Famar;CL 55 SUR 18A 56;2056550;2;Tunjuelito
Droguería C V Celestial;CL 139 110 27;6873757;2;Suba
Droguería C Y M;CL 64 SUR 22A 28 LC 3;7158781;2;Vista Hermosa
Droguería Cafam;KR 13 52 70;5717272;2;Chapinero
Droguería Cafam;AK 68 90 88 LC 4;6468000;2;Chapinero
Droguería Cafam éxito Esperanza Salitre;KR 72 23 83;2631904;2;Fontibón
Droguería Cafam éxito Suba;AC 145 105B 58;6972598;2;Suba
Droguería Cafam Express San Rafael Lc 2247;CL 134 55 30 LC 105;6468000;2;Suba
Droguería Cafam Fontibón;KR 99 18A 25;2989644;2;Fontibón
Droguería Cafam Modelia;KR 75 23F 20;4260764;2;Fontibón
Droguería Cafam Occidente;KR 114A 78B 85;4316713;2;Engativá
Droguería Cafam Pasadena;KR 53 102A 77;6218071;2;Suba
Droguería Cafam Pomona Cl 102;CL 102 18 A 35 LC 1;2574240;2;Usaquén
Droguería Cafam Santa Barbara;CL 119 14 A 25;6127223;2;Usaquén
Droguería Cafam Shaio;DG 115A 70C 08;2713626;2;Suba
Droguería Cafam Trinidad Galan;KR 56 4 53 LC 1;2625651;2;Sur
Droguería Cafam Usaquen;AK 7 119 18 LC 104;2153291;2;Usaquén
